token	lemma	pos
ejus	is	PRO
nullam	nullus	PRO
humanam	humanus	ADJ
formam	forma	NN
prae	prae	AP
ipsis	ipse	PRO
oculis	oculus	NN
discernere	discerno	V
vales	valis	NN
,	,	$,
quoniam	quoniam	CON
omnem	omnis	ADJ
oblivionem	oblivio	NN
justitiae	iustitia	NN
dei	deus	NN
quam	quam	PRO
saepius	saepe	ADV
homines	homo	NN
in	in	AP
taedio	taedium	NN
mentis	mens	NN
suae	suus	PRO
sentiunt	sentio	V
per	per	AP
acutissimam	acutus	ADJ
aciem	acies	NN
inspectionis	inspectio	NN
suae	suus	PRO
ita	ita	ADV
abjicit	abicio	V
:	:	$.
quod	quod	CON
mortalis	mortalis	ADJ
inquisitio	inquisitio	NN
vigilantiam	vigilantia	NN
ejus	is	PRO
in	in	AP
debilitate	debilitas	NN
sua	suus	PRO
non	non	ADV
discutit	discutio	V
.	.	$.

unde	unde	ADV
et	et	CON
ante	ante	AP
istam	iste	PRO
,	,	$,
imago	imago	NN
alia	alius	PRO
puerilis	puerilis	NN
aetatis	aetas	NN
,	,	$,
pallida	pallidus	ADJ
tunica	tunica	NN
,	,	$,
sed	sed	CON
albis	albus	ADJ
calceamentis	calceamentum	NN
induta	indutus	V
apparet	appareo	V
,	,	$,
quia	quia	CON
praecedente	praecedo	V
timore	timor	NN
domini	dominus	NN
,	,	$,
illi	ille	PRO
qui	qui	PRO
pauperes	pauper	NN
spiritu	spiritus	NN
sunt	sum	V
subsequuntur	subsequor	V
,	,	$,
quoniam	quoniam	CON
timor	timor	NN
domini	dominus	NN
in	in	AP
devotione	devotio	NN
humilitatis	humilitas	NN
beatitudinem	beatitudo	NN
paupertatis	pauperto	ADJ
spiritus	spiritus	NN
fortiter	fortiter	ADV
tenet	teneo	V
;	;	$.
quae	qui	PRO
non	non	ADV
jactantiam	iactantia	NN
nec	nec	CON
elationem	elatio	NN
cordis	cor	NN
appetit	appeto	V
,	,	$,
sed	sed	CON
simplicitatem	simplicitas	NN
et	et	CON
sobrietatem	sobrietas	NN
mentis	mens	NN
diligit	diligo	V
,	,	$,
non	non	ADV
sibi	sui	PRO
sed	sed	CON
deo	deus	NN
velut	velut	ADV
in	in	AP
pallore	pallus	ADJ
subjectionis	subiectio	NN
justa	iustus	ADJ
opera	opus	NN
sua	suus	PRO
quasi	quasi	CON
indumentum	indumentum	V
pallidae	pallidus	NN
tunicae	tunica	NN
tribuens	tribuo	V
,	,	$,
et	et	CON
candida	candidus	ADJ
vestigia	vestigium	NN
filii	filius	NN
dei	deus	NN
fideliter	fideliter	ADV
subsequens	subsequor	V
.	.	$.

super	super	AP
cujus	qui	PRO
caput	caput	NN
tanta	tantus	PRO
claritas	claritas	NN
de	de	AP
sedente	sedeo	NN
super	super	AP
montem	mons	NN
descendit	descendo	V
,	,	$,
ut	ut	CON
faciem	facies	NN
ejus	is	PRO
intueri	intueor	V
non	non	ADV
possis	possum	V
;	;	$.
quia	quia	CON
potestatem	potestas	NN
et	et	CON
fortitudinem	fortitudo	NN
beatitudinis	beatitudo	NN
ejus	is	PRO
serenitas	serenitas	NN
visitationis	visitatio	NN
illius	ille	PRO
,	,	$,
qui	qui	PRO
omni	omnis	ADJ
creaturae	creatura	NN
laudabiliter	laudabiliter	ADV
imperat	impero	V
tantam	tantus	ADJ
infundit	infundo	V
ut	ut	CON
copiositatem	copiositas	NN
ipsius	ipse	PRO
mortali	mortalus	ADJ
et	et	CON
infirma	infirmus	ADJ
consideratione	consideratio	NN
capere	capio	V
non	non	ADV
valeas	valeo	V
,	,	$,
quoniam	quoniam	CON
et	et	CON
ille	ille	PRO
qui	qui	PRO
coelestes	caelestis	ADJ
divitias	divitia	NN
habet	habeo	V
,	,	$,
paupertati	pauperto	V
humiliter	humiliter	ADV
se	sui	PRO
subdidit	subdo	V
.	.	$.

sed	sed	CON
quod	quod	CON
ab	ab	AP
eodem	idem	PRO
qui	qui	PRO
super	super	AP
montem	mons	NN
illum	ille	PRO
sedet	sedeo	V
multae	multus	ADJ
viventes	vivo	V
scintillae	scintilla	NN
exeunt	exeo	V
,	,	$,
quae	qui	PRO
easdem	idem	PRO
imagines	imago	NN
magna	magnus	ADJ
suavitate	suavitas	NN
circumvolant	circumvolo	V
:	:	$.
hoc	hic	PRO
est	sum	V
quod	quod	CON
ab	ab	AP
omnipotente	omnipotens	ADJ
deo	deus	NN
diversae	diversus	ADJ
et	et	CON
fortissimae	fortus	ADJ
virtutes	virtus	NN
in	in	AP
divina	divinus	ADJ
claritate	claritas	NN
fulgentes	fulgens	V
veniunt	venio	V
,	,	$,
quae	qui	PRO
illos	ille	PRO
qui	qui	PRO
deum	deus	NN
veraciter	veraciter	ADV
timent	timeo	V
et	et	CON
qui	qui	PRO
paupertatem	paupertas	NN
spiritus	spiritus	NN
fideliter	fideliter	ADV
amant	amo	V
,	,	$,
suo	suus	PRO
adjutorio	adiutorium	NN
et	et	CON
custodia	custodia	NN
circumdantes	circumdo	V
ardenter	ardenter	ADV
amplectuutur	amplectuo	V
et	et	CON
deliniunt	delinio	V
.	.	$.

unde	unde	ADV
et	et	CON
in	in	AP
ipso	ipse	PRO
monte	mons	NN
quasi	quasi	CON
plurimae	multima	ADJ
fenestellae	fenestella	NN
videntur	video	V
,	,	$,
in	in	AP
quibus	qui	PRO
velut	velut	ADV
capita	caput	NN
hominum	homo	NN
quaedam	quidam	PRO
pallida	pallidus	V
,	,	$,
et	et	CON
quaedam	quidam	PRO
alba	alba	ADJ
apparent	appareo	V
;	;	$.
quia	quia	CON
in	in	AP
summa	summus	ADJ
altitudine	altitudo	NN
,	,	$,
profundissimae	profundus	NN
et	et	CON
perspicacissimae	perspicax	ADJ
agnitioni	agnitio	NN
dei	deus	NN
nec	nec	CON
celari	celor	V
,	,	$,
nec	nec	CON
abscondi	abscondo	V
possunt	possum	V
studia	studium	NN
actuum	actus	NN
hominum	homo	NN
,	,	$,
cum	cum	CON
et	et	CON
teporem	tepor	NN
et	et	CON
candorem	candor	NN
in	in	AP
semetipsis	semetipse	PRO
saepissime	saepe	ADV
demonstrent	demonstro	V
,	,	$,
quoniam	quoniam	CON
et	et	CON
modo	modo	ADV
homines	homo	NN
et	et	CON
in	in	AP
cordibus	cor	NN
et	et	CON
in	in	AP
factis	factum	NN
suis	suus	PRO
fatigati	fatigo	V
in	in	AP
contumelia	contumelium	ADJ
dormitant	dormito	V
:	:	$.
modo	modo	ADV
exsuscitati	exsuscito	V
in	in	AP
honore	honor	NN
evigilant	evigilo	V
,	,	$,
quemadmodum	quemadmodum	ADV
salomon	salomon	NP
in	in	AP
voluntate	voluntas	NN
mea	meus	PRO
testatur	testor	V
,	,	$,
dicens	dico	V
:	:	$.
egestatem	egestas	NN
operata	opero	V
est	sum	V
manus	manus	NN
remissa	remissus	V
,	,	$,
manus	manus	NN
autem	autem	CON
fortium	fortis	ADJ
divitias	divitia	NN
parat	paro	V

.	.	$.

quod	quod	CON
dicitur	dico	V
,	,	$,
debilem	debilis	NE
et	et	CON
pauperem	pauper	NN
se	sui	PRO
homo	homo	NN
ille	ille	PRO
fecit	facio	V
,	,	$,
qui	qui	PRO
noluit	nolo	V
justitiam	iustitia	NN
operari	operor	NN
,	,	$,
nec	nec	CON
iniquitatem	iniquitas	NN
delere	deleo	V
,	,	$,
nec	nec	CON
debitum	debitus	V
remittere	remitto	V
,	,	$,
ubi	ubi	CON
a	ab	AP
mirabilibus	mirabilis	ADJ
operum	opus	NN
beatitudinis	beatitudo	NN
otiosus	otiosus	ADJ
permansit	permaneo	V
.	.	$.

qui	qui	PRO
autem	autem	CON
operatur	operor	V
fortissima	fortus	NN
opera	opus	NN
salutis	salus	NN
:	:	$.
viam	via	NN
veritatis	veritas	NN
currens	curro	V
,	,	$,
fontem	fons	NN
salientis	saliens	NN
gloriae	gloria	NN
capit	capio	V
,	,	$,
in	in	AP
quo	quo	CON
pretiosissimas	praetiosus	ADJ
divitias	divitio	NN
in	in	AP
terra	terra	NN
et	et	CON
in	in	AP
coelo	coel	NN
sibi	sui	PRO
parat	paro	V
.	.	$.

unde	unde	ADV
quicunque	quicumque	PRO
scientiam	scientia	NN
in	in	AP
spiritu	spiritus	NN
sancto	sanctus	ADJ
et	et	CON
pennas	penna	ADJ
in	in	AP
fide	fidis	NN
habet	habeo	V
,	,	$,
ille	ille	PRO
admonitionem	admonitio	NN
meam	meus	PRO
non	non	ADV
transgrediatur	transgredior	V
,	,	$,
sed	sed	CON
eam	is	PRO
in	in	AP
gustu	gustus	NN
animae	anima	NN
suae	suus	PRO
amplectendo	amplecto	V
percipiat	percipio	V
.	.	$.

deinde	deinde	ADV
vidi	video	V
velut	velut	ADV
maximam	magnus	ADJ
multitudinem	multitudo	NN
viventium	vivo	V
lampadarum	lampada	NN
,	,	$,
multam	multus	ADJ
claritatem	claritas	NN
habentium	habeo	V
;	;	$.
quae	qui	PRO
igneum	igneus	ADJ
fulgorem	fulgor	NN
accipientes	accipio	V
,	,	$,
serenissimum	serenus	ADJ
splendorem	splendor	NN
adeptae	adipio	ADJ
sunt	sum	V
.	.	$.

et	et	CON
ecce	ecce	ITJ
lacus	lacus	NN
multae	multus	ADJ
latitudinis	latitudo	NN
et	et	CON
profunditatis	profunditas	NN
apparuit	appareo	V
,	,	$,
os	os	NN
velut	velut	ADV
os	os	NN
putei	puteus	ADJ
habens	habeo	V
et	et	CON
igneum	igneus	NN
fumum	fum	ADJ
cum	cum	CON
multo	multus	ADJ
fetore	fetor	NN
evomens	evomens	ADJ
de	de	AP
quo	quo	CON
etiam	etiam	CON
teterrima	teterrimus	ADJ
nebula	nebula	NN
exhalans	exhalo	V
ad	ad	ADV
finem	finis	NN
usque	usque	ADV
quasi	quasi	CON
visu	visus	NN
imperceptibilem	imperceptibilis	NN
attigit	attigo	V
,	,	$,
et	et	CON
in	in	AP
quadam	quidam	PRO
clara	clarus	ADJ
regione	regio	NN
candidam	candidus	NN
nubem	nubes	NN
quae	qui	PRO
de	de	AP
pulchra	pulchra	ADJ
hominis	homo	NN
forma	forma	NN
plurimas	multimus	V
stellas	stella	NN
in	in	AP
se	sui	PRO
continens	contineo	ADJ
exierat	exeo	V
,	,	$,
afflavit	afflo	V
,	,	$,
et	et	CON
illam	ille	PRO
ac	ac	CON
eamdem	idem	PRO
hominis	homo	NN
formam	forma	NN
ex	ex	AP
illa	ille	PRO
regione	regio	NN
ejecit	eicio	V
.	.	$.

quo	qui	CON
facto	facio	NN
,	,	$,
lucidissimus	lucido	ADJ
splendor	splendor	NN
regionem	regio	NN
illam	ille	PRO
circumdedit	circumdo	V
,	,	$,
et	et	CON
ita	ita	ADV
omnia	omnis	ADJ
elementa	elementum	NN
mundi	mundus	NN
,	,	$,
quae	qui	PRO
prius	prius	ADV
in	in	AP
magna	magnus	ADJ
quiete	quies	NN
constiterant	constiteor	V
,	,	$,
in	in	AP
maximam	magnus	ADJ
inquietudinem	inquietudo	NN
versa	versus	ADJ
horribiles	horribilis	V
terrores	terror	NN
ostenderunt	ostendo	V
.	.	$.

et	et	CON
iterum	iterum	ADV
audivi	audio	V
illum	ille	PRO
qui	qui	PRO
mihi	ego	PRO
prius	prius	ADV
locutus	loquor	V
fuerat	sum	V
,	,	$,
dicente	dico	V
:	:	$.
deum	deus	NN
fideli	fidelis	ADJ
devotione	devotio	NN
subsequentes	subsequor	V
,	,	$,
et	et	CON
in	in	AP
dilectione	dilectio	NN
ejus	is	PRO
digno	dignus	ADJ
amore	amor	NN
ardentes	ardeo	V
,	,	$,
a	ab	AP
gloria	gloria	NN
supernae	supernus	ADJ
beatitudinis	beatitudo	NN
nullo	nullus	PRO
impulsu	impulsus	NN
injustitiae	iniustitia	NN
territi	terrior	V
abstrahuntur	abstraho	V
,	,	$,
cum	cum	CON
illi	ille	PRO
qui	qui	PRO
deum	deus	NN
ficte	fictus	ADV
attendunt	attendo	V
:	:	$.
non	non	ADV
solum	solum	ADV
ad	ad	ADV
majora	magnus	ADJ
non	non	ADV
promoveantur	promoveo	V
,	,	$,
sed	sed	CON
etiam	etiam	CON
ab	ab	AP
iis	is	PRO
quae	qui	PRO
se	sui	PRO
habere	habeo	V
fallaciter	fallaciter	NN
putant	puto	V
,	,	$,
justa	iustus	ADJ
examinatione	examinatio	NN
dejiciantur	deicio	V
.	.	$.

quod	quod	CON
et	et	CON
haec	hic	PRO
maxima	magnus	ADJ
multitudo	multitudo	NN
viventium	vivens	V
lampadarum	lampada	NN
,	,	$,
multam	multus	ADJ
claritatem	claritas	NN
habentium	habeo	V
ostendit	ostendo	V
:	:	$.
quae	qui	PRO
est	sum	V
plurimus	multus	ADJ
exercitus	exercitus	NN
supernorum	supernus	NN
spirituum	spiritus	NN
in	in	AP
beata	beatus	ADJ
vita	vita	NN
fulgentium	fulgentia	NN
,	,	$,
ac	ac	CON
in	in	AP
multo	multus	ADJ
decore	decor	NN
et	et	CON
ornatu	ornatus	NN
existentium	existo	V
,	,	$,
quoniam	quoniam	CON
cum	cum	CON
a	ab	AP
deo	deus	NN
creati	creor	V
sunt	sum	V
:	:	$.
non	non	ADV
superbam	superba	ADJ
elationem	elatio	NN
arripuerunt	arripio	V
,	,	$,
sed	sed	CON
in	in	AP
divino	divinus	ADJ
amore	amor	NN
fortiter	fortiter	ADV
perstiterunt	persto	V
.	.	$.

nam	nam	CON
ipsi	ipse	PRO
igneum	igneus	NN
fulgorem	fulgor	NN
accipientes	accipio	V
,	,	$,
ita	ita	ADV
serenissimum	serenus	ADJ
splendorem	splendor	NN
adepti	adipiscor	V
sunt	sum	V
,	,	$,
quia	quia	CON
cum	cum	AP
lucifer	lucifer	NN
cum	cum	AP
suis	suus	PRO
superno	supernus	ADJ
creatori	creator	NN
rebellari	rebello	V
conaretur	conor	V
,	,	$,
isti	iste	PRO
zelum	zelus	NN
dei	deus	NN
in	in	AP
casu	casus	NN
illius	ille	PRO
et	et	CON
illi	ille	PRO
consentientium	consentiens	NN
habentes	habeo	V
,	,	$,
vigilantiam	vigilantia	NN
divinae	divinus	ADJ
dilectionis	dilectio	NN
induerunt	indeo	V
,	,	$,
cum	cum	CON
illi	ille	PRO
caecitatem	caecitas	NN
ignorantiae	ignorantia	NN
qua	quis	PRO
deum	deus	NN
scire	scio	V
noluerunt	nolo	V
,	,	$,
incurrerunt	incurro	V
.	.	$.

quomodo	quomodo	ADV
?	?	$.
in	in	AP
casu	casus	NN
diaboli	diabolus	NN
in	in	AP
illis	ille	PRO
angelicis	angelicus	ADJ
spiritibus	spiritus	NN
qui	qui	PRO
cum	cum	CON
deo	deus	NN
in	in	AP
rectitudine	rectitudo	NN
perseveraverunt	persevero	V
,	,	$,
maxima	magnus	ADJ
laus	laus	NN
exorta	exorior	V
est	sum	V
,	,	$,
quoniam	quoniam	CON
illuminati	illumino	ADJ
visu	visus	NN
perspicaciter	perspicaciter	ADV
agnoverunt	agnosco	V
quod	quod	CON
deus	deus	NN
immobilis	immobilis	NN
,	,	$,
sine	sine	AP
ulla	ullus	PRO
mutatione	mutatio	NN
ullius	ullus	PRO
mutabilitatis	mutabilitas	NN
in	in	AP
potentia	potentia	NN
sua	suus	PRO
perseverat	persevero	V
,	,	$,
ita	ita	ADV
quod	quod	CON
a	ab	AP
nullo	nullus	PRO
bellatore	bellator	NN
superari	supero	V
poterit	possum	V
.	.	$.

et	et	CON
ita	ita	ADV
in	in	AP
amore	amor	NN
ejus	is	PRO
exardescentes	exardesco	V
,	,	$,
et	et	CON
in	in	AP
rectitudine	rectitudo	NN
perseverantes	persevero	NN
,	,	$,
omne	omnis	ADJ
domicilium	domicilium	NN
injustitiae	iniustitia	NN
contempserunt	contemno	V
.	.	$.

