token	lemma	pos
carne	carnis	NN
,	,	$,
a	ab	AP
mundo	mundus	NN
,	,	$,
a	ab	AP
diabolo	diabolus	NN
,	,	$,
sicut	sicut	CON
militiam	militia	NN
esse	sum	V
vitam	vita	NN
hominis	homo	NN
super	super	AP
terram	terra	NN
incessanter	incessanter	V
experimini	experimo	V
in	in	AP
vobismetipsis	vos	PRO
,	,	$,
quotidiana	quotidianus	ADJ
necesse	necesse	ADJ
est	sum	V
cantica	canticum	NN
pro	pro	AP
assecutis	assequor	NN
victoriis	victorium	NN
innovari	innovo	V
.	.	$.

quoties	quoties	ADV
tentatio	tentatio	NN
superatur	supero	V
,	,	$,
aut	aut	CON
vitium	vitium	NN
subjugatur	subiugo	V
,	,	$,
aut	aut	CON
imminens	immineo	NN
periculum	periculum	NN
declinatur	declino	V
,	,	$,
aut	aut	CON
laqueus	laqueus	ADJ
insidiantis	insidio	NN
deprehenditur	deprehendo	V
,	,	$,
aut	aut	CON
annosa	annosus	ADJ
et	et	CON
inveterata	inveteratus	NN
quaecunque	quicumque	PRO
animae	anima	NN
passio	passio	NN
semel	semel	ADV
perfecteque	perfecte	NN
sanatur	sano	V
,	,	$,
aut	aut	CON
multum	multus	ADV
diuque	dius	NN
cupita	cupitus	V
et	et	CON
saepius	saepe	ADV
petita	petitus	ADJ
virtus	virtus	NN
tandem	tandem	ADV
aliquando	aliquando	ADV
dei	deus	NN
munere	munus	NN
obtinetur	obtineo	V
,	,	$,
quid	quis	PRO
nisi	nisi	CON
toties	totiens	ADV
,	,	$,
juxta	iuxta	AP
prophetam	propheta	NN
,	,	$,
personat	persono	V
gratiarum	gratius	ADJ
actio	actio	NN
et	et	CON
vox	vox	NN
laudis	laus	NN
,	,	$,
et	et	CON
ad	ad	ADV
singula	singulus	ADJ
quaeque	quisque	PRO
beneficia	beneficium	NN
benedicitur	benedico	V
deus	deus	NN
in	in	AP
donis	donum	NN
suis	suus	NN
?	?	$.
alioquin	alioqui	ADV
ingratus	ingratus	V
reputabitur	reputo	V
,	,	$,
cum	cum	CON
discussio	discussio	NN
venerit	venio	V
,	,	$,
qui	qui	PRO
non	non	ADV
poterit	possum	V
dicere	dico	V
deo	deus	NN
:	:	$.
cantabiles	cantabilis	NN
mihi	ego	PRO
erant	sum	V
justificationes	iustificatio	NN
tuae	tuus	PRO
in	in	AP
loco	locus	NN
peregrinationis	peregrinatio	NN
meae	meus	PRO
.	.	$.

arbitror	arbitror	V
vos	vos	PRO
in	in	AP
vobis	vos	PRO
ipsis	ipse	PRO
illa	ille	PRO
jam	iam	ADV
recognoscere	recognosco	V
,	,	$,
quae	qui	PRO
in	in	AP
psalterio	psalterium	NN
,	,	$,
non	non	ADV
cantica	canticum	NN
canticorum	canticus	ADJ
,	,	$,
sed	sed	CON
cantica	canticum	NN
graduum	gradus	NN
appellantur	appello	V
,	,	$,
eo	is	PRO
quod	quod	CON
ad	ad	ADV
singulos	singulus	ADJ
profectus	profectus	NN
vestros	vester	PRO
,	,	$,
juxta	iuxta	AP
ascensiones	ascensio	NN
quas	qui	PRO
quisque	quisque	PRO
in	in	AP
corde	cor	NN
suo	suus	NN
disposuit	dispono	V
,	,	$,
singula	singulus	ADJ
sint	sum	V
cantica	canticum	NN
depromenda	depromeo	V
ad	ad	ADV
laudem	laus	NN
et	et	CON
gloriam	gloria	NN
promoventis	promoveo	V
.	.	$.

quonam	quona	NE
modo	modus	NN
impleatur	impleo	V
aliter	aliter	ADV
ille	ille	PRO
versiculus	versiculus	NN
non	non	ADV
video	video	V
:	:	$.
vox	vox	NN
exsultationis	exsultatio	NN
et	et	CON
salutis	salus	NN
in	in	AP
tabernaculis	tabernaculum	NN
justorum	iustus	NN
;	;	$.
aut	aut	CON
certe	certe	ADV
apostoli	apostolus	NN
iila	iila	NP
pulcherrima	pulcher	NN
saluberrimaque	saluber	ADJ
exhortatio	exhortatio	NN
:	:	$.
in	in	AP
psalmis	psalmus	NN
,	,	$,
hymnis	hymnus	NN
,	,	$,
et	et	CON
canticis	canticum	NN
spiritualibus	spiritualis	ADJ
cantantes	canto	V
,	,	$,
et	et	CON
psallentes	psallo	V
in	in	AP
cordibus	cor	NN
vestris	vester	PRO
domino	dominus	NN
.	.	$.

sed	sed	CON
est	sum	V
canticum	canticum	NN
,	,	$,
quod	quod	CON
sui	suus	NN
singulari	singularis	ADJ
dignitate	dignitas	NN
et	et	CON
suavitate	suavitas	NN
cunctis	cunctus	ADJ
merito	meritum	NN
quae	qui	PRO
memoravimus	memoro	V
,	,	$,
et	et	CON
si	si	CON
qua	quis	PRO
sunt	sum	V
alia	alius	PRO
,	,	$,
antecellit	antecello	V
:	:	$.
et	et	CON
jure	ius	V
hoc	hic	PRO
appellaverim	appello	ADJ
canticum	canticum	NN
canticorum	canticus	ADJ
,	,	$,
quia	quia	CON
caeterorum	caeterus	ADJ
omnium	omnis	ADJ
ipsum	ipse	PRO
est	sum	V
fructus	fructus	NN
.	.	$.

istiusmodi	istius	NE
canticum	canticum	NN
sola	solus	ADJ
unctio	unctio	NN
docet	doceo	V
,	,	$,
sola	solus	ADJ
addiscit	addisco	V
experientia	experientia	NN
.	.	$.

experti	expertus	ADJ
recognoscant	recognosco	V
,	,	$,
inexperti	inexpertus	V
inardescant	inardesco	V
desiderio	desiderium	NN
,	,	$,
non	non	ADV
tam	tam	ADV
cognoscendi	cognosco	V
,	,	$,
quam	qui	PRO
experiendi	experio	V
.	.	$.

non	non	ADV
est	sum	V
enim	enim	CON
strepitus	strepitus	V
oris	os	NN
,	,	$,
sed	sed	CON
jubilus	iubilus	NN
cordis	cor	NN
;	;	$.
non	non	ADV
sonus	sonus	V
labiorum	labium	NN
,	,	$,
sed	sed	CON
motus	motus	NN
gaudiorum	gaudium	NN
;	;	$.
voluntatum	volunto	NN
,	,	$,
non	non	ADV
vocum	vocus	NN
consonantia	consonantia	NN
.	.	$.

non	non	ADV
auditur	audio	V
foris	foris	ADV
,	,	$,
nec	nec	CON
enim	enim	CON
in	in	AP
publico	publicum	NN
personat	persono	V
:	:	$.
sola	solus	ADJ
quae	qui	PRO
cantat	canto	V
audit	audio	V
,	,	$,
et	et	CON
cui	qui	PRO
cantatur	canto	V
,	,	$,
id	is	PRO
est	sum	V
sponsa	sponsa	NN
et	et	CON
sponsus	sponsus	NN
.	.	$.

est	sum	V
quippe	quippe	CON
nuptiale	nuptialis	ADJ
carmen	carmen	NN
,	,	$,
exprimens	exprimo	V
castos	castus	ADJ
jucundosque	iucundus	NN
complexus	complexus	V
animorum	animus	NN
,	,	$,
morum	mos	NN
concordiam	concordia	NN
,	,	$,
affectuumque	affectus	ADJ
consentaneam	consentaneus	NN
ad	ad	ADV
alterutrum	alteruter	V
charitatem	caritas	NN
.	.	$.

caeterum	caeterus	V
non	non	ADV
est	sum	V
illud	ille	PRO
cantare	canto	V
seu	seu	CON
audire	audio	V
animae	anima	NN
puerilis	puerilis	NN
et	et	CON
neophytae	neophyta	V
adhuc	adhuc	ADV
,	,	$,
et	et	CON
recens	recens	V
conversae	conversus	V
de	de	AP
saeculo	saeculum	NN
,	,	$,
sed	sed	CON
provectae	provectus	ADJ
jam	iam	ADV
et	et	CON
eruditae	eruditus	NN
mentis	mens	NN
;	;	$.
quae	qui	PRO
suis	suus	NN
nimirum	nimirum	ADV
profectibus	proficio	V
.	.	$.

deo	deus	NN
promovente	promoveo	V
,	,	$,
in	in	AP
tantum	tantum	ADV
jam	iam	ADV
creverit	cresco	V
,	,	$,
quatenus	quatenus	ADV
ad	ad	AP
perfectam	perfectus	ADJ
aetatem	aetas	NN
,	,	$,
et	et	CON
ad	ad	AP
nubiles	nubilis	NN
quodam	quidam	PRO
modo	modo	NN
pervenerit	pervenio	V
annos	annus	NN
,	,	$,
annos	annus	NN
dico	dico	V
meritorum	meritus	NN
,	,	$,
non	non	ADV
temporum	tempus	NN
;	;	$.
facta	facio	NN
nuptiis	nuptiae	NN
coelestis	caelestis	ADJ
sponsi	sponsum	NN
idonea	idoneus	ADJ
,	,	$,
qualis	qualis	PRO
denique	denique	ADV
suo	suus	PRO
loco	locus	NN
plenius	plene	ADV
describetur	describo	V
.	.	$.

sed	sed	CON
praeterit	praetereo	V
hora	hora	NN
,	,	$,
qua	quis	PRO
nos	nos	PRO
exire	exeo	V
urget	urgo	V
ad	ad	ADV
opera	opus	NN
manuum	manus	NN
et	et	CON
paupertas	paupertas	NN
et	et	CON
institutio	institutio	NN
regularis	regularis	ADJ
.	.	$.

cras	cras	ADV
in	in	AP
nomine	nomen	NN
domini	dominus	NN
quod	quod	CON
coeperamus	coepero	V
prosequemur	prosequor	V
de	de	AP
osculo	osculum	V
,	,	$,
quia	quia	CON
de	de	AP
titulo	titulus	NN
hodiernus	hodiernus	ADJ
sermo	sermo	NN
nos	nos	PRO
expedivit	expedio	V
.	.	$.

ardorem	ardor	NN
desiderii	desiderium	NN
patrum	pater	NN
suspirantium	suspiro	NN
christi	christus	NP
a	ab	AP
carne	carnis	NN
praesentiam	praesentia	NN
frequentissime	frequens	ADJ
cogitans	cogito	V
,	,	$,
compungor	compungor	NP
et	et	CON
confundor	confundor	NP
in	in	AP
memetipso	memetipse	NN
;	;	$.
et	et	CON
nunc	nunc	ADV
vix	vix	ADV
contineo	contineus	NN
lacrymas	lacrima	NN
,	,	$,
ita	ita	ADV
pudet	pudeo	V
teporis	tepor	ADJ
torporisque	torpor	NN
miserabilium	miserabilis	ADJ
temporum	tempus	NN
horum	horum	PRO
.	.	$.

cui	qui	PRO
namque	namque	CON
nostrum	noster	PRO
tantum	tantum	ADJ
ingerat	ingero	V
gaudium	gaudium	NN
gratiae	gratia	NN
hujus	hic	PRO
exhibitio	exhibitio	NN
,	,	$,
quantum	quantum	ADV
sanctis	sanctus	ADJ
veteribus	veterus	NN
accenderat	accendo	V
desiderium	desiderium	NN
promissio	promissio	NN
?	?	$.
ecce	ecce	ITJ
enim	enim	CON
quam	quam	CON
multi	multus	NN
in	in	AP
hac	hic	PRO
ejus	is	PRO
,	,	$,
quae	qui	PRO
proxime	proxime	ADV
celebranda	celebro	V
est	sum	V
,	,	$,
nativitate	nativitas	NN
gaudebunt	gaudeo	V
!	!	$.
sed	sed	CON
utinam	utinam	ADV
de	de	AP
nativitate	nativitas	NN
,	,	$,
non	non	ADV
de	de	AP
vanitate	vanitas	NN
!	!	$.
illorum	ille	PRO
ergo	ergo	ADV
desiderium	desiderium	NN
flagrans	flagro	V
et	et	CON
piae	pius	ADJ
exspectationis	exspectatio	NN
affectum	affectus	NN
spirat	spiro	V
mihi	ego	PRO
vox	vox	NN
ista	iste	PRO
:	:	$.
osculetur	osculo	V
me	ego	PRO
osculo	osculo	V
oris	os	NN
sui	suus	NN
.	.	$.

senserat	sensero	V
nimirum	nimirum	ADV
in	in	AP
spiritu	spiritus	NN
,	,	$,
quisquis	quisquis	PRO
tunc	tunc	ADV
spiritualis	spiritualis	ADJ
esse	sum	V
poterat	possum	V
,	,	$,
quanta	quantus	ADJ
foret	sum	V
gratia	gratia	NN
diffusa	diffusus	V
in	in	AP
labiis	labium	NN
illis	ille	PRO
.	.	$.

propterea	propterea	ADV
loquens	loquor	V
in	in	AP
desiderio	desiderium	NN
animae	anima	NN
aiebat	aio	V
,	,	$,
osculetur	osculo	V
me	ego	PRO
osculo	osculo	V
oris	os	NN
sui	suus	NN
;	;	$.
nimirum	nimirum	ADV
omnimodis	omnimodis	ADV
cupiens	cupio	ADJ
tantae	tantus	ADJ
suavitatis	suavitas	NN
participio	participium	NN
non	non	ADV
fraudari	fraudo	V
.	.	$.

dicebat	dico	V
enim	enim	CON
perfectus	perficio	V
quisque	quisque	PRO
:	:	$.
quo	qui	CON
mihi	ego	PRO
ora	oro	V
haec	hic	PRO
seminiverbia	seminiverbium	NN
prophetarum	propheta	NN
?	?	$.
ipse	ipse	PRO
potius	potius	ADV
speciosus	speciosus	V
forma	forma	NN
prae	prae	AP
filiis	filius	NN
hominum	homo	NN
,	,	$,
ipse	ipse	PRO
me	ego	PRO
osculetur	osculo	V
osculo	osculo	V
oris	os	NN
sui	suus	NN
.	.	$.

non	non	ADV
audio	audio	ADJ
jam	iam	ADV
moysen	moyses	NP
:	:	$.
impeditioris	impeditior	NN
siquidem	siquidem	CON
linguae	lingua	NN
factus	facio	V
est	sum	V
mihi	ego	PRO
.	.	$.

isaiae	isaias	NP
labia	labium	NN
immunda	immundo	V
sunt	sum	V
:	:	$.
jeremias	jeremias	NP
nescit	nesco	V
loqui	loquor	V
,	,	$,
quia	quia	CON
puer	puer	NN
est	sum	V
:	:	$.
et	et	CON
prophetae	propheta	NN
omnes	omnis	ADJ
elingues	elinguo	V
sunt	sum	V
.	.	$.

ipse	ipse	PRO
,	,	$,
ipse	ipse	PRO
quem	qui	PRO
loquuntur	loquor	V
,	,	$,
ipse	ipse	PRO
loquatur	loquor	V
:	:	$.
ipse	ipse	PRO
me	ego	PRO
osculetur	osculo	V
osculo	osculo	V
oris	os	NN
sui	suus	NN
.	.	$.

non	non	ADV
in	in	AP
eis	is	PRO
jam	iam	ADV
,	,	$,
aut	aut	CON
per	per	AP
eos	is	PRO
loquatur	loquor	V
mihi	ego	PRO
,	,	$,
quoniam	quoniam	CON
tenebrosa	tenebrosus	ADJ
aqua	aqua	NN
in	in	AP
nubibus	nubes	NN
aeris	aer	NN
:	:	$.
sed	sed	CON
ipse	ipse	PRO
me	ego	PRO
osculetur	osculo	V
osculo	osculo	V
oris	os	NN
sui	suus	PRO
,	,	$,
cujus	qui	PRO
gratiosa	gratiosus	NN
praesentia	praesentia	NN
,	,	$,
et	et	CON
admirandae	admiro	ADJ
fluenta	fluo	ADJ
doctrinae	doctrina	NN
fiant	fio	NE
in	in	AP
me	ego	PRO
fons	fons	NN
aquae	aqua	NN
salientis	salio	ADJ
in	in	AP
vitam	vita	NN
aeternam	aeternus	ADJ
.	.	$.

quem	qui	PRO
unxit	ungo	V
pater	pater	NN
oleo	oleum	NN
laetitiae	laetitia	NN
prae	prae	AP
consortibus	consors	NN
suis	suus	PRO
,	,	$,
nunquid	numquid	ADV
non	non	ADV
ex	ex	AP
ipso	ipse	PRO
mihi	ego	PRO
uberior	uberus	NN
infunditur	infundo	V
gratia	gratia	NN
?	?	$.
si	si	CON
tamen	tamen	ADV
dignetur	dignor	V
me	ego	PRO
osculari	osculo	V
osculo	osculo	V
oris	os	NN
sui	suus	NN
.	.	$.

cujus	qui	PRO
utique	utique	ADV
sermo	sermo	NN
vivus	vivus	ADJ
et	et	CON
efficax	efficax	ADJ
osculum	osculum	NN
mihi	ego	PRO
est	sum	V
,	,	$,
non	non	ADV
quidem	quidem	ADV
conjunctio	coniunctio	NN
labiorum	labium	ADJ
,	,	$,
quae	qui	PRO
interdum	interdum	ADV
pacem	pax	NN
mentitur	mentior	V
animorum	animus	NN
;	;	$.
sed	sed	CON
plane	planis	ADV
infusio	infusio	NN
gaudiorum	gaudium	NN
,	,	$,
revelatio	revelatio	NN
secretorum	secretum	NN
,	,	$,
mira	mirus	NN
quaedam	quidam	PRO
et	et	CON
quodam	quidam	PRO
modo	modus	NN
indiscreta	indiscretus	V
commixtio	commixtio	NN
superni	supernus	V
luminis	lumen	NN
et	et	CON
illuminatae	illumino	V
mentis	mens	NN
.	.	$.

adhaerens	adhaereo	V
quippe	quippe	CON
deo	deus	NN
,	,	$,
unus	unus	NN
spiritus	spiritus	NN
est	sum	V
.	.	$.

merito	merito	ADV
proinde	proinde	ADV
visiones	visio	NN
et	et	CON
somnia	somnis	NN
non	non	ADV
recipio	recipio	V
,	,	$,
figuras	figuro	V
et	et	CON
aenigmata	aenigmatus	V
nolo	nolo	V
;	;	$.
ipsas	ipse	PRO
quoque	quoque	ADV
angelicas	angelicus	V
fastidio	fastidium	NN
species	species	NN
.	.	$.

quippe	quippe	CON
et	et	CON
ipsos	ipse	PRO
longe	longe	ADV
superat	supero	V
jesus	jesus	NP
meus	meus	PRO
specie	species	NN
sua	suus	PRO
et	et	CON
pulchritudine	pulchritudo	NN
sua	suus	PRO
.	.	$.

non	non	ADV
ergo	ergo	ADV
alium	alius	PRO
sive	sive	CON
angelum	angelus	NN
,	,	$,
sive	sive	CON
hominem	homo	NN
,	,	$,
sed	sed	CON
ipsum	ipse	PRO
peto	peto	NN
osculari	osculo	V
me	ego	PRO
osculo	osculo	V
oris	os	NN
sui	suus	NN
.	.	$.

nec	nec	CON
sane	sane	ADV
praesumo	praesumo	V
me	ego	PRO
osculatum	osculo	V
iri	irior	V
ab	ab	AP
ore	os	NN
ipsius	ipse	PRO
(	(	$(
est	sum	V
enim	enim	CON
hoc	hic	PRO
assumpti	assumo	NN
hominis	homo	NN
unicae	unicus	ADJ
felicitatis	felicitas	NN
et	et	CON
praerogativae	praerogativativativ	NN
singularis	singularis	ADJ
)	)	$(
;	;	$.
sed	sed	CON
humilius	humilius	V
ab	ab	AP
osculo	osculo	V
oris	os	NN
sui	suus	PRO
peto	peto	V
me	ego	PRO
osculari	osculor	V
,	,	$,
quod	quod	CON
commune	communis	NN
utique	utique	ADV
est	sum	V
multorum	multus	ADJ
,	,	$,
qui	qui	PRO
dicere	dico	V
possunt	possum	V
,	,	$,
et	et	CON
nos	nos	PRO
omnes	omnis	ADJ
de	de	AP
plenitudine	plenitudo	NN
ejus	is	PRO
accepimus	accipio	V
.	.	$.

intendite	intendo	V
.	.	$.

sit	sum	V
os	os	NN
osculans	osculo	V
,	,	$,
verbum	verbum	NN
assumens	assumo	V
;	;	$.
osculatum	osculatus	NN
,	,	$,
caro	caro	NN
quae	qui	PRO
assumitur	assumo	V
:	:	$.
osculum	osculum	NN
vero	vero	CON
,	,	$,
quod	quod	CON
pariter	pariter	ADV
ab	ab	AP
osculante	osculans	NN
et	et	CON
osculato	osculatus	NN
conficitur	conficio	V
,	,	$,
persona	persona	NN
ipsa	ipse	PRO
scilicet	scilicet	ADV
ex	ex	AP
utroque	uterque	PRO
compacta	compactum	V
,	,	$,
mediator	mediator	NN
dei	deus	NN
et	et	CON
hominum	homo	NN
homo	homo	NN
christus	christus	NP
jesus	jesus	NP
.	.	$.

hac	hic	PRO
ergo	ergo	ADV
ratione	ratio	NN
sanctorum	sanctus	NN
nemo	nemo	PRO
dicere	dico	V
praesumebat	praesumo	V
,	,	$,
osculetur	osculo	V
me	ego	PRO
ore	os	NN
suo	suus	NN
;	;	$.
sed	sed	CON
tantum	tantus	ADJ
,	,	$,
osculo	osculo	V
oris	os	NN
sui	suus	NN
:	:	$.
ipsi	ipse	PRO
sane	sane	ADV
servantes	servo	V
praerogativam	praerogativus	NN
istam	iste	PRO
,	,	$,
cui	qui	PRO
singulariter	singulariter	ADV
semelque	semel	V
os	os	NN
verbi	verbum	NN
impressum	impressus	V
tunc	tunc	ADV
est	sum	V
,	,	$,
cum	cum	CON
ei	is	PRO
se	sui	PRO
corporaliter	corporaliter	ADV
plenitudo	plenitudo	NN
omnis	omnis	ADJ
divinitatis	divinitas	NN
indulsit	indulto	V
.	.	$.

felix	felix	V
osculum	osculum	NN
,	,	$,
ac	ac	CON
stupenda	stupendus	V
dignatione	dignatio	NN
mirabile	mirabilis	ADJ
,	,	$,
in	in	AP
quo	quo	CON
non	non	ADV
os	os	NN
ori	os	NN
imprimitur	imprimo	V
,	,	$,
sed	sed	CON
deus	deus	NN
homini	homo	NN
unitur	uno	V
.	.	$.

et	et	CON
ibi	ibi	ADV
quidem	quidem	ADV
contactus	contactus	NN
labiorum	labium	ADJ
complexum	complexus	NN
significat	significo	V
animorum	animus	NN
:	:	$.
hic	hic	PRO
autem	autem	CON
confoederatio	confoederatio	NN
naturarum	natura	NN
divinis	divinus	ADJ
humana	humanus	ADJ
componit	compono	V
,	,	$,
quae	qui	PRO
in	in	AP
terra	terra	NN
sunt	sum	V
,	,	$,
et	et	CON
quae	qui	PRO
in	in	AP
coelis	coel	NN
pacificans	pacifico	V
.	.	$.

ipse	ipse	PRO
est	sum	V
enim	enim	CON
pax	pax	NN
nostra	noster	PRO
,	,	$,
qui	qui	PRO
fecit	facio	V
utraque	uterque	PRO
unum	unus	NN
.	.	$.

ad	ad	AP
hoc	hic	PRO
igitur	igitur	CON
osculum	osculum	NN
sanctus	sanctus	ADJ
quisque	quisque	PRO
antiqui	antiquus	ADJ
temporis	tempus	NN
suspirabat	suspiro	V
;	;	$.
eo	is	PRO
quod	quod	CON
jucunditatem	iucunditas	NN
et	et	CON
exsultationem	exsultatio	NN
thesaurizari	thesaurizo	V
super	super	AP
eum	is	PRO
,	,	$,
et	et	CON
thesauros	thesaurus	NN
omnes	omnis	ADJ
sapientiae	sapientia	NN
et	et	CON
scientiae	scientia	NN
in	in	AP
ipso	ipse	PRO
absconditos	absconditus	NN
praesentirent	praesentio	V
,	,	$,
cuperentque	cupero	V
et	et	CON
ipsi	ipse	PRO
de	de	AP
plenitudine	plenitudo	NN
ejus	is	PRO
accipere	accipio	V
.	.	$.

